RXO2	RT2	AC2	CNL2	DEN2	CAL2	GR2	相对重心	变差方差根	平均中位数	平均斜率	标签
0.401	0.418	0.31	0.094	0.609	0.045	0.327	0.51801895	0.032619996	0.320543478	0.024774704	5
0.48	0.5	0.287	0.086	0.594	0.042	0.346	0.51801895	0.032619996	0.320543478	0.024774704	5
0.486	0.514	0.377	0.109	0.651	0.03	0.317	0.51801895	0.032619996	0.320543478	0.024774704	5
0.483	0.511	0.374	0.112	0.647	0.029	0.326	0.51801895	0.032619996	0.320543478	0.024774704	5
0.609	0.635	0.524	0.604	0.564	0.303	0.489	0.512469675	0.052947017	0.523625	0.032463158	6
0.415	0.459	0.351	0.11	0.626	0.091	0.311	0.483293045	0.024488812	0.282891304	-0.020980237	5
0.411	0.454	0.322	0.131	0.632	0.09	0.325	0.483293045	0.024488812	0.282891304	-0.020980237	5
0.395	0.435	0.328	0.096	0.647	0.089	0.278	0.483293045	0.024488812	0.282891304	-0.020980237	4
0.418	0.459	0.333	0.109	0.653	0.09	0.273	0.483293045	0.024488812	0.282891304	-0.020980237	5
0.42	0.464	0.308	0.116	0.636	0.093	0.272	0.483293045	0.024488812	0.282891304	-0.020980237	4
0.483	0.538	0.262	0.06	0.645	0.094	0.283	0.483293045	0.024488812	0.282891304	-0.020980237	5
0.499	0.555	0.259	0.094	0.658	0.093	0.428	0.475576596	0.067707361	0.3699375	-0.058752941	5
0.499	0.556	0.262	0.099	0.67	0.093	0.461	0.475576596	0.067707361	0.3699375	-0.058752941	6
0.487	0.546	0.279	0.099	0.698	0.093	0.446	0.475576596	0.067707361	0.3699375	-0.058752941	6
0.478	0.537	0.291	0.096	0.702	0.093	0.397	0.475576596	0.067707361	0.3699375	-0.058752941	5
0.462	0.521	0.303	0.097	0.691	0.093	0.352	0.475576596	0.067707361	0.3699375	-0.058752941	5
0.416	0.473	0.33	0.115	0.609	0.091	0.306	0.475576596	0.067707361	0.3699375	-0.058752941	5
0.322	0.372	0.35	0.099	0.57	0.091	0.318	0.498870363	0.03620156	0.285147059	-0.001960784	5
0.286	0.332	0.359	0.084	0.594	0.088	0.308	0.498870363	0.03620156	0.285147059	-0.001960784	6
0.254	0.297	0.404	0.094	0.625	0.083	0.256	0.498870363	0.03620156	0.285147059	-0.001960784	6
0.25	0.292	0.412	0.104	0.643	0.083	0.269	0.498870363	0.03620156	0.285147059	-0.001960784	6
0.272	0.317	0.416	0.105	0.66	0.082	0.281	0.498870363	0.03620156	0.285147059	-0.001960784	6
0.287	0.333	0.424	0.124	0.662	0.081	0.26	0.498870363	0.03620156	0.285147059	-0.001960784	6
0.292	0.339	0.433	0.144	0.66	0.08	0.284	0.498870363	0.03620156	0.285147059	-0.001960784	6
0.358	0.403	0.418	0.143	0.608	0.069	0.382	0.501647778	0.013733116	0.3775	0.005963636	5
0.363	0.408	0.392	0.132	0.602	0.065	0.387	0.501647778	0.013733116	0.3775	0.005963636	5
0.341	0.386	0.327	0.122	0.626	0.056	0.366	0.501647778	0.013733116	0.3775	0.005963636	5
0.294	0.344	0.268	0.17	0.583	0.062	0.378	0.501647778	0.013733116	0.3775	0.005963636	3
0.653	0.753	0.231	0.225	0.592	0.038	0.499	0.49903618	0.089099305	0.504954545	-0.004727273	6
0.729	0.819	0.268	0.265	0.543	0.042	0.604	0.49903618	0.089099305	0.504954545	-0.004727273	7
0.743	0.826	0.275	0.252	0.557	0.036	0.564	0.49903618	0.089099305	0.504954545	-0.004727273	7
0.768	0.78	0.284	0.158	0.598	0.036	0.455	0.49903618	0.089099305	0.504954545	-0.004727273	6
0.761	0.759	0.281	0.137	0.606	0.036	0.453	0.49903618	0.089099305	0.504954545	-0.004727273	6
0.508	0.467	0.246	0.151	0.625	0.059	0.629	0.458849046	0.183889224	0.5965	-0.187648352	4
0.244	0.2	0.214	0.177	0.632	0.084	0.738	0.458849046	0.183889224	0.5965	-0.187648352	4
0.172	0.16	0.23	0.157	0.649	0.074	0.623	0.458849046	0.183889224	0.5965	-0.187648352	6
0.284	0.279	0.283	0.142	0.645	0.052	0.383	0.458849046	0.183889224	0.5965	-0.187648352	5
0.316	0.353	0.363	0.135	0.702	0.066	0.283	0.515685798	0.025204219	0.3132	0.033171429	5
0.355	0.419	0.309	0.162	0.598	0.078	0.324	0.515685798	0.025204219	0.3132	0.033171429	6
0.433	0.503	0.26	0.181	0.57	0.084	0.315	0.515685798	0.025204219	0.3132	0.033171429	6
0.426	0.497	0.24	0.145	0.643	0.08	0.333	0.515685798	0.025204219	0.3132	0.033171429	6
0.396	0.467	0.249	0.138	0.647	0.075	0.32	0.515685798	0.025204219	0.3132	0.033171429	6
0.229	0.288	0.323	0.132	0.64	0.074	0.239	0.53986965	0.076955073	0.363555556	0.051687424	6
0.235	0.289	0.361	0.115	0.574	0.078	0.329	0.53986965	0.076955073	0.363555556	0.051687424	6
0.244	0.302	0.368	0.144	0.606	0.078	0.384	0.53986965	0.076955073	0.363555556	0.051687424	5
0.288	0.356	0.384	0.181	0.643	0.077	0.405	0.53986965	0.076955073	0.363555556	0.051687424	2
0.315	0.388	0.382	0.152	0.636	0.072	0.404	0.53986965	0.076955073	0.363555556	0.051687424	6
0.319	0.394	0.369	0.131	0.604	0.07	0.384	0.53986965	0.076955073	0.363555556	0.051687424	6
0.334	0.408	0.331	0.139	0.538	0.072	0.375	0.53986965	0.076955073	0.363555556	0.051687424	5
0.472	0.529	0.287	0.148	0.594	0.069	0.442	0.53986965	0.076955073	0.363555556	0.051687424	3
0.388	0.436	0.313	0.128	0.581	0.07	0.261	0.491432982	0.041209537	0.274321429	-0.017564835	4
0.387	0.424	0.316	0.126	0.538	0.068	0.262	0.491432982	0.041209537	0.274321429	-0.017564835	7
0.386	0.423	0.31	0.13	0.545	0.068	0.271	0.491432982	0.041209537	0.274321429	-0.017564835	6
0.308	0.348	0.359	0.109	0.636	0.068	0.227	0.435953355	0.048502996	0.149607143	-0.074356044	5
0.438	0.452	0.268	0.093	0.632	0.068	0.156	0.58296131	0.058998194	0.1816	0.101942857	5
0.49	0.5	0.256	0.099	0.649	0.065	0.184	0.58296131	0.058998194	0.1816	0.101942857	5
0.507	0.515	0.195	0.096	0.626	0.064	0.213	0.58296131	0.058998194	0.1816	0.101942857	5
0.504	0.513	0.193	0.107	0.613	0.062	0.227	0.58296131	0.058998194	0.1816	0.101942857	5
0.517	0.537	0.217	0.089	0.657	0.049	0.263	0.579341739	0.18659961	0.227229167	0.084267826	6
0.54	0.565	0.229	0.129	0.658	0.04	0.218	0.579341739	0.18659961	0.227229167	0.084267826	6
0.592	0.624	0.212	0.139	0.691	0.039	0.199	0.579341739	0.18659961	0.227229167	0.084267826	6
0.528	0.544	0.163	0.234	0.606	0.032	0.16	0.579341739	0.18659961	0.227229167	0.084267826	6
0.428	0.439	0.196	0.198	0.581	0.036	0.136	0.579341739	0.18659961	0.227229167	0.084267826	6
0.371	0.372	0.317	0.253	0.592	0.055	0.313	0.579341739	0.18659961	0.227229167	0.084267826	6
0.272	0.288	0.293	0.223	0.666	0.111	0.287	0.499357348	0.027795415	0.285035714	-0.001336264	2
0.331	0.349	0.265	0.176	0.723	0.114	0.293	0.499357348	0.027795415	0.285035714	-0.001336264	2
0.361	0.383	0.233	0.108	0.77	0.115	0.291	0.499357348	0.027795415	0.285035714	-0.001336264	5
0.373	0.398	0.235	0.051	0.811	0.115	0.245	0.499357348	0.027795415	0.285035714	-0.001336264	5
0.245	0.263	0.378	0.147	0.791	0.127	0.304	0.499357348	0.027795415	0.285035714	-0.001336264	4
0.233	0.247	0.425	0.282	0.749	0.111	0.33	0.486204995	0.029662597	0.307125	-0.027082353	2
0.233	0.246	0.425	0.288	0.743	0.109	0.336	0.486204995	0.029662597	0.307125	-0.027082353	2
0.225	0.237	0.403	0.275	0.742	0.11	0.326	0.486204995	0.029662597	0.307125	-0.027082353	2
0.223	0.233	0.399	0.274	0.719	0.112	0.307	0.486204995	0.029662597	0.307125	-0.027082353	2
0.218	0.229	0.422	0.211	0.679	0.123	0.267	0.486204995	0.029662597	0.307125	-0.027082353	2
0.216	0.227	0.449	0.177	0.681	0.128	0.265	0.486204995	0.029662597	0.307125	-0.027082353	2
0.214	0.225	0.455	0.18	0.698	0.129	0.293	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.21	0.221	0.446	0.211	0.696	0.126	0.334	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.204	0.217	0.403	0.25	0.713	0.115	0.335	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.205	0.218	0.355	0.257	0.74	0.115	0.329	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.206	0.22	0.364	0.242	0.751	0.112	0.344	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.212	0.23	0.404	0.234	0.747	0.111	0.327	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.216	0.233	0.414	0.24	0.76	0.109	0.294	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.182	0.196	0.447	0.25	0.704	0.104	0.248	0.509759532	0.045433389	0.238973684	0.012645614	1
0.155	0.167	0.542	0.226	0.649	0.103	0.215	0.509759532	0.045433389	0.238973684	0.012645614	2
0.159	0.171	0.546	0.239	0.662	0.103	0.188	0.509759532	0.045433389	0.238973684	0.012645614	2
0.177	0.189	0.505	0.233	0.67	0.102	0.205	0.509759532	0.045433389	0.238973684	0.012645614	2
0.192	0.205	0.432	0.192	0.662	0.101	0.219	0.509759532	0.045433389	0.238973684	0.012645614	2
0.197	0.211	0.402	0.181	0.681	0.1	0.255	0.509759532	0.045433389	0.238973684	0.012645614	2
0.198	0.21	0.416	0.205	0.698	0.1	0.312	0.4975	0.027220165	0.283	-0.004885714	2
0.196	0.207	0.426	0.19	0.7	0.099	0.278	0.4975	0.027220165	0.283	-0.004885714	2
0.198	0.208	0.423	0.155	0.711	0.098	0.267	0.4975	0.027220165	0.283	-0.004885714	2
0.218	0.225	0.354	0.237	0.772	0.099	0.299	0.4975	0.027220165	0.283	-0.004885714	3
0.223	0.232	0.336	0.198	0.766	0.1	0.272	0.4975	0.027220165	0.283	-0.004885714	3
0.295	0.303	0.277	0.199	0.804	0.099	0.321	0.503659591	0.012308984	0.331153846	0.00967033	3
0.274	0.278	0.302	0.249	0.815	0.099	0.341	0.503659591	0.012308984	0.331153846	0.00967033	3
0.241	0.241	0.33	0.24	0.811	0.099	0.338	0.503659591	0.012308984	0.331153846	0.00967033	3
0.228	0.224	0.361	0.231	0.789	0.1	0.327	0.503659591	0.012308984	0.331153846	0.00967033	4
0.228	0.222	0.352	0.246	0.783	0.098	0.317	0.506182262	0.041673986	0.341394737	0.011368421	4
0.228	0.222	0.336	0.252	0.781	0.099	0.338	0.506182262	0.041673986	0.341394737	0.011368421	3
0.227	0.222	0.353	0.265	0.751	0.097	0.355	0.506182262	0.041673986	0.341394737	0.011368421	4
0.232	0.227	0.355	0.24	0.713	0.097	0.318	0.506182262	0.041673986	0.341394737	0.011368421	3
0.237	0.232	0.341	0.261	0.725	0.098	0.41	0.506182262	0.041673986	0.341394737	0.011368421	4
0.237	0.234	0.338	0.254	0.719	0.097	0.364	0.506182262	0.041673986	0.341394737	0.011368421	4
0.242	0.239	0.336	0.245	0.715	0.096	0.323	0.506182262	0.041673986	0.341394737	0.011368421	4
0.264	0.26	0.325	0.25	0.736	0.091	0.289	0.523224491	0.035637489	0.346452381	0.038337662	4
0.506	0.436	0.186	0.167	0.633	0.036	0.369	0.508900217	0.038459625	0.329852941	0.008536593	2
0.454	0.382	0.2	0.195	0.659	0.004	0.363	0.508900217	0.038459625	0.329852941	0.008536593	2
0.426	0.351	0.221	0.191	0.669	0.004	0.393	0.47492075	0.047254224	0.331086957	-0.036023715	2
0.431	0.356	0.229	0.208	0.685	0.006	0.315	0.47492075	0.047254224	0.331086957	-0.036023715	1
0.406	0.33	0.221	0.189	0.674	0.005	0.356	0.47492075	0.047254224	0.331086957	-0.036023715	1
0.402	0.327	0.229	0.19	0.669	0.005	0.339	0.47492075	0.047254224	0.331086957	-0.036023715	1
0.387	0.315	0.229	0.171	0.656	0.004	0.344	0.47492075	0.047254224	0.331086957	-0.036023715	1
0.38	0.311	0.221	0.16	0.643	0.003	0.273	0.47492075	0.047254224	0.331086957	-0.036023715	2
0.38	0.312	0.207	0.157	0.646	0.004	0.269	0.47492075	0.047254224	0.331086957	-0.036023715	2
0.422	0.357	0.136	0.13	0.659	0.006	0.265	0.481207516	0.036957565	0.274538462	-0.019886496	3
0.454	0.393	0.136	0.118	0.664	0.006	0.293	0.481207516	0.036957565	0.274538462	-0.019886496	3
0.384	0.329	0.214	0.157	0.664	0.008	0.307	0.481207516	0.036957565	0.274538462	-0.019886496	1
0.361	0.306	0.243	0.165	0.667	0.008	0.265	0.481207516	0.036957565	0.274538462	-0.019886496	1
0.356	0.299	0.279	0.186	0.643	0.004	0.298	0.481207516	0.036957565	0.274538462	-0.019886496	1
0.299	0.24	0.343	0.167	0.612	0.01	0.256	0.481207516	0.036957565	0.274538462	-0.019886496	3
0.277	0.218	0.393	0.17	0.596	0.01	0.217	0.481207516	0.036957565	0.274538462	-0.019886496	2
0.257	0.202	0.371	0.169	0.581	0.021	0.19	0.523966194	0.063622133	0.255680556	0.017115058	3
0.272	0.219	0.357	0.167	0.583	0.019	0.245	0.523966194	0.063622133	0.255680556	0.017115058	2
0.281	0.23	0.35	0.175	0.578	0.006	0.27	0.523966194	0.063622133	0.255680556	0.017115058	2
0.273	0.22	0.364	0.178	0.581	0.013	0.307	0.523966194	0.063622133	0.255680556	0.017115058	2
0.252	0.203	0.414	0.172	0.568	0.023	0.257	0.523966194	0.063622133	0.255680556	0.017115058	2
0.25	0.202	0.414	0.164	0.568	0.022	0.229	0.523966194	0.063622133	0.255680556	0.017115058	2
0.256	0.206	0.407	0.183	0.573	0.023	0.251	0.523966194	0.063622133	0.255680556	0.017115058	2
0.265	0.212	0.4	0.198	0.576	0.02	0.39	0.523966194	0.063622133	0.255680556	0.017115058	1
0.279	0.231	0.364	0.169	0.578	0.019	0.232	0.523966194	0.063622133	0.255680556	0.017115058	1
0.263	0.214	0.321	0.153	0.573	0.018	0.249	0.523966194	0.063622133	0.255680556	0.017115058	1
0.295	0.246	0.25	0.138	0.596	0.021	0.314	0.472745389	0.036032547	0.278115385	-0.061318681	5
0.359	0.312	0.243	0.104	0.628	0.017	0.277	0.472745389	0.036032547	0.278115385	-0.061318681	2
0.281	0.234	0.314	0.16	0.604	0.023	0.274	0.472745389	0.036032547	0.278115385	-0.061318681	2
0.269	0.216	0.343	0.167	0.62	0.025	0.231	0.472745389	0.036032547	0.278115385	-0.061318681	2
0.289	0.236	0.336	0.176	0.617	0.024	0.278	0.521006297	0.048884083	0.318041667	0.013755102	2
0.299	0.249	0.357	0.168	0.633	0.02	0.32	0.521006297	0.048884083	0.318041667	0.013755102	2
0.282	0.232	0.371	0.16	0.615	0.024	0.331	0.521006297	0.048884083	0.318041667	0.013755102	2
0.271	0.219	0.35	0.19	0.615	0.024	0.281	0.521006297	0.048884083	0.318041667	0.013755102	1
0.264	0.216	0.321	0.194	0.596	0.022	0.312	0.521006297	0.048884083	0.318041667	0.013755102	1
0.271	0.223	0.314	0.193	0.591	0.023	0.282	0.521006297	0.048884083	0.318041667	0.013755102	1
0.269	0.219	0.321	0.18	0.589	0.024	0.352	0.521006297	0.048884083	0.318041667	0.013755102	1
0.263	0.217	0.329	0.188	0.594	0.023	0.303	0.521006297	0.048884083	0.318041667	0.013755102	1
0.263	0.216	0.336	0.186	0.591	0.024	0.303	0.521006297	0.048884083	0.318041667	0.013755102	1
0.264	0.217	0.343	0.185	0.573	0.024	0.327	0.521006297	0.048884083	0.318041667	0.013755102	2
0.267	0.219	0.336	0.204	0.586	0.025	0.306	0.521006297	0.048884083	0.318041667	0.013755102	1
0.261	0.21	0.329	0.208	0.591	0.027	0.335	0.521006297	0.048884083	0.318041667	0.013755102	2
0.275	0.223	0.314	0.203	0.586	0.025	0.315	0.521006297	0.048884083	0.318041667	0.013755102	1
0.281	0.226	0.321	0.207	0.586	0.023	0.31	0.521006297	0.048884083	0.318041667	0.013755102	2
0.265	0.216	0.329	0.203	0.591	0.022	0.443	0.521006297	0.048884083	0.318041667	0.013755102	2
0.263	0.214	0.329	0.197	0.594	0.022	0.454	0.521006297	0.048884083	0.318041667	0.013755102	2
0.305	0.256	0.264	0.193	0.633	0.02	0.324	0.513612056	0.054820079	0.400125	0.034258824	1
0.395	0.351	0.2	0.19	0.667	0.012	0.448	0.513612056	0.054820079	0.400125	0.034258824	2
0.366	0.319	0.221	0.204	0.656	0.013	0.411	0.513612056	0.054820079	0.400125	0.034258824	2
0.272	0.219	0.25	0.201	0.648	0.017	0.387	0.513612056	0.054820079	0.400125	0.034258824	1
0.283	0.23	0.193	0.2	0.633	0.02	0.324	0.509826378	0.043946884	0.39	0.024023529	2
0.377	0.325	0.129	0.144	0.667	0.016	0.395	0.509826378	0.043946884	0.39	0.024023529	4
0.417	0.368	0.143	0.132	0.672	0.011	0.416	0.509826378	0.043946884	0.39	0.024023529	3
0.324	0.272	0.271	0.193	0.674	0.011	0.411	0.509826378	0.043946884	0.39	0.024023529	1
0.27	0.218	0.294	0.2	0.669	0.013	0.324	0.509826378	0.043946884	0.39	0.024023529	1
0.269	0.212	0.326	0.169	0.643	0.016	0.256	0.508571262	0.04957287	0.311222222	0.010046398	2
0.277	0.22	0.318	0.188	0.641	0.019	0.298	0.508571262	0.04957287	0.311222222	0.010046398	2
0.28	0.222	0.305	0.184	0.63	0.02	0.38	0.508571262	0.04957287	0.311222222	0.010046398	1
0.297	0.239	0.279	0.199	0.622	0.02	0.367	0.508571262	0.04957287	0.311222222	0.010046398	1
0.327	0.269	0.239	0.183	0.651	0.02	0.366	0.508571262	0.04957287	0.311222222	0.010046398	2
0.319	0.258	0.236	0.187	0.654	0.02	0.318	0.508571262	0.04957287	0.311222222	0.010046398	2
0.312	0.247	0.236	0.192	0.656	0.022	0.288	0.59806486	0.210391743	0.456617647	0.295509804	2
0.421	0.356	0.217	0.168	0.667	0.019	0.335	0.59806486	0.210391743	0.456617647	0.295509804	2
0.466	0.403	0.28	0.196	0.685	0.017	0.411	0.59806486	0.210391743	0.456617647	0.295509804	5
0.468	0.405	0.28	0.212	0.688	0.017	0.473	0.59806486	0.210391743	0.456617647	0.295509804	5
0.421391149	0.455375646	0.325497416	0.078360143	0.383284881	0.054492249	0.011740957	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.268408733	0.219	0.325434505	0.187095208	0.588113099	0.024295634	0.33840085	0.521006297	0.048884083	0.318041667	0.013755102	1
0.419843954	0.459105494	0.328	0.077156046	0.386430759	0.037628575	0.007265931	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.453521585	0.483695447	0.306674157	0.102478415	0.325218213	0.133436425	0.057652277	0.466227367	0.025878771	0.071332226	-0.012404325	1
0.203188722	0.203645415	0.428869444	0.232306325	0.676476505	0.085432563	0.244504953	0.512862841	0.049406546	0.24262314	0.013621921	1
0.43749906	0.47258349	0.34175047	0.13475047	0.426756112	0.180161338	0.07250094	0.526706783	0.011242734	0.06555	0.008649624	1
0.270066242	0.222182962	0.316567834	0.192182962	0.591	0.02311672	0.284451115	0.521006297	0.048884083	0.318041667	0.013755102	1
0.4675131	0.50481048	0.33518952	0.07824345	0.29089214	0.137054696	0.056621725	0.45322704	0.014310667	0.063840909	-0.014364766	1
0.433947801	0.455877912	0.323488352	0.066808023	0.41040725	0.048465055	0.004709231	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.396655532	0.322724426	0.229	0.183230341	0.664368128	0.004643702	0.340781489	0.47492075	0.047254224	0.331086957	-0.036023715	1
0.276844921	0.223938093	0.251956603	0.200254628	0.650422461	0.016440971	0.389236117	0.513259338	0.053807006	0.399181638	0.033305186	1
0.312026181	0.258393388	0.280252496	0.19055081	0.662026181	0.01344919	0.4025639	0.50948482	0.045477896	0.368562026	0.020219901	1
0.439533831	0.478829211	0.337170789	0.152839943	0.486395238	0.143978536	0.089896873	0.497558372	0.029641588	0.075071045	-0.003475272	1
0.305009887	0.256008326	0.264003643	0.193	0.633021335	0.019995317	0.324045273	0.513610086	0.054814421	0.400119731	0.034253498	1
0.411647431	0.455705138	0.324532018	0.087	0.348544677	0.057942293	0.033218167	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.400209156	0.325428281	0.22343825	0.183513937	0.668513937	0.004695219	0.352342625	0.47492075	0.047254224	0.331086957	-0.036023715	1
0.424365506	0.459506032	0.326682753	0.07279915	0.407205103	0.030939676	0.025409513	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.419909139	0.453329553	0.322465911	0.077352235	0.402045496	0.048602268	0.028636292	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.27512136	0.22518204	0.35721238	0.179181429	0.595938709	0.02142415	0.255756669	0.522531147	0.056476685	0.285915092	0.015486051	1
0.368073971	0.313073971	0.234080645	0.162539488	0.666077308	0.008	0.277917687	0.481207516	0.036957565	0.274538462	-0.019886496	1
0.264730588	0.213077649	0.378716426	0.196922351	0.581388247	0.020538825	0.368985838	0.523168761	0.059651521	0.272481408	0.016209844	1
0.481770226	0.49011749	0.344211481	0.089347264	0.321450402	0.195441255	0.051417757	0.515720247	0.018177578	0.069138645	0.004079542	1
0.252877835	0.260256007	0.271278105	0.1092755	0.780944127	0.15188565	0.190977903	0.510408832	0.045376561	0.250350752	0.011157233	1
0.411781236	0.455437528	0.32546865	0.087	0.354030667	0.058343707	0.027063154	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.263	0.215116204	0.32937153	0.171417366	0.583045836	0.021348612	0.279137508	0.52231427	0.055396798	0.290484417	0.01523986	1
0.449307932	0.489096423	0.341211509	0.142557802	0.429288232	0.154076723	0.066653706	0.499877242	0.028177887	0.074313608	-0.002510689	1
0.38498834	0.313961724	0.232244612	0.171973384	0.655156401	0.004	0.341014957	0.475328712	0.046586051	0.327417398	-0.034976535	1
0.265984338	0.218492169	0.334222592	0.199937353	0.588031323	0.024492169	0.305238254	0.521006297	0.048884083	0.318041667	0.013755102	1
0.263246876	0.216	0.332296859	0.187975009	0.59223438	0.023506248	0.305221885	0.521006297	0.048884083	0.318041667	0.013755102	1
0.460073915	0.498859132	0.341140868	0.081963043	0.295355651	0.148585432	0.058481521	0.45322704	0.014310667	0.063840909	-0.014364766	1
0.265301835	0.216863188	0.340028212	0.187150918	0.597905506	0.024	0.296669953	0.521006297	0.048884083	0.318041667	0.013755102	1
0.303815305	0.253482522	0.266221304	0.193888522	0.631371044	0.02	0.330367738	0.51286558	0.054043036	0.386959661	0.03067328	1
0.441040671	0.471993221	0.340020336	0.132889284	0.403857651	0.199981924	0.06895481	0.526706783	0.011242734	0.06555	0.008649624	1
0.466796913	0.504130818	0.325197942	0.081669525	0.290201372	0.117929446	0.056067124	0.45322704	0.014310667	0.063840909	-0.014364766	1
0.436415374	0.455976615	0.32309354	0.064537856	0.415737208	0.047280621	0.003327391	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.449877259	0.482809703	0.328920073	0.099135112	0.334926742	0.184503334	0.061177926	0.469998412	0.029234367	0.073505256	-0.011835654	1
0.269801696	0.217933899	0.29489237	0.199801696	0.666587296	0.013297457	0.323603391	0.510195883	0.044110062	0.387621724	0.02368415	1
0.457274644	0.477626781	0.347964786	0.084345071	0.326507008	0.180267578	0.052795784	0.501351036	0.012301389	0.064960242	0.00070802	1
0.268440459	0.220440459	0.316559541	0.193365649	0.592828243	0.022634351	0.29296946	0.521006297	0.048884083	0.318041667	0.013755102	1
0.288379047	0.232294814	0.283789418	0.199319295	0.637006844	0.017764938	0.353270334	0.508972014	0.047776523	0.336375537	0.01450922	1
0.263530935	0.216	0.328035981	0.190247477	0.593654673	0.022938131	0.307778411	0.521006297	0.048884083	0.318041667	0.013755102	1
0.295284725	0.242732508	0.259403446	0.197417735	0.659642362	0.014313301	0.397746796	0.511916893	0.049951245	0.395591195	0.029675631	1
0.452365283	0.482153711	0.308504969	0.103634717	0.331385158	0.145770315	0.058423145	0.468971282	0.028320394	0.072913382	-0.011990545	1
0.270112361	0.220148877	0.322960672	0.196075844	0.588036516	0.024592697	0.310112361	0.521006297	0.048884083	0.318041667	0.013755102	1
0.26397024	0.216565973	0.334221227	0.187374507	0.590595733	0.024080853	0.30397024	0.521006297	0.048884083	0.318041667	0.013755102	1
0.269521382	0.221521382	0.322132398	0.197066199	0.589151728	0.023739309	0.290871707	0.521006297	0.048884083	0.318041667	0.013755102	1
0.265905919	0.21769512	0.330672481	0.190116719	0.5897892	0.02424216	0.305905919	0.521006297	0.048884083	0.318041667	0.013755102	1
0.465693248	0.474118366	0.349787441	0.08380314	0.334700472	0.19219686	0.04880314	0.526706783	0.011242734	0.06555	0.008649624	1
0.220094351	0.205406013	0.39479663	0.219900759	0.650856028	0.066375949	0.273866535	0.515048893	0.047056253	0.276159407	0.013167407	1
0.441861997	0.472381268	0.340215499	0.132171157	0.402425198	0.199883962	0.068651886	0.526706783	0.011242734	0.06555	0.008649624	1
0.44817884	0.470803527	0.34358942	0.113457602	0.37887406	0.196809404	0.061023511	0.526706783	0.011242734	0.06555	0.008649624	1
0.365222067	0.310222067	0.237676524	0.163531455	0.666449296	0.008	0.272709861	0.481207516	0.036957565	0.274538462	-0.019886496	1
0.270654611	0.220638062	0.312530495	0.195008274	0.601243027	0.02159669	0.323091018	0.518498712	0.04902298	0.316666493	0.013007224	1
0.487875604	0.491081344	0.35239713	0.083150718	0.313822961	0.192849282	0.048150718	0.526706783	0.011242734	0.06555	0.008649624	1
0.395180373	0.329508199	0.217557391	0.173262361	0.669081988	0.006475404	0.33190174	0.478012589	0.042190315	0.303276338	-0.028087411	1
0.460083744	0.498866995	0.341133005	0.081958128	0.295349754	0.148570197	0.058479064	0.45322704	0.014310667	0.063840909	-0.014364766	1
0.455600611	0.496175688	0.340424924	0.145441947	0.423257747	0.148832824	0.062982977	0.488077515	0.035626027	0.078167874	-0.007419035	1
0.263674041	0.216	0.325889384	0.191392329	0.594370205	0.022651918	0.30906637	0.521006297	0.048884083	0.318041667	0.013755102	1
0.448541687	0.489321446	0.319488196	0.096696384	0.299	0.107315668	0.059220241	0.45322704	0.014310667	0.063840909	-0.014364766	1
0.386133449	0.319043907	0.224667243	0.166956093	0.658310804	0.005155402	0.333312533	0.476736685	0.044280029	0.314752898	-0.031362472	1
0.432237526	0.455809501	0.323761996	0.068381476	0.406713056	0.049285987	0.005666985	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.459697332	0.480505978	0.34725667	0.101781965	0.359827963	0.177704695	0.052835326	0.511015545	0.021147246	0.07067539	0.002122523	1
0.459192353	0.492057942	0.302424121	0.100654709	0.305521479	0.082309418	0.054577059	0.455965774	0.016747679	0.065419079	-0.013951767	1
0.457884243	0.493590813	0.307717675	0.095896105	0.299416337	0.094427442	0.059237907	0.454954413	0.014193686	0.064157048	-0.01398831	1
0.41796358	0.45698786	0.327397572	0.080241276	0.387251893	0.045880123	0.017397572	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.469183438	0.484644973	0.334360951	0.096461535	0.335405319	0.198177514	0.055248519	0.503406089	0.025950433	0.073160945	-0.001042791	1
0.361030987	0.301596638	0.270885505	0.183565652	0.645109769	0.004	0.305465335	0.480187237	0.038628609	0.283715711	-0.022505404	1
0.409054141	0.455054141	0.32064862	0.08764862	0.343728762	0.054054141	0.059108281	0.319247023	0.028879281	0.041027778	-0.038844169	1
0.43223389	0.456794352	0.324323919	0.067706974	0.407732564	0.044881729	0.003794352	0.319247023	0.028879281	0.041027778	-0.038844169	1
