RXO2	RT2	AC2	CNL2	DEN2	CAL2	GR2	相对重心	变差方差根	平均中位数	平均斜率	标签
0.233	0.246161221	0.425	0.287032672	0.743967328	0.109322443	0.335032672	0.486204995	0.029662597	0.307125	-0.027082353	2
0.385202374	0.315991467	0.219523651	0.162460582	0.644124838	0.003070302	0.279327211	0.477309586	0.046635943	0.331000203	-0.032891021	2
0.535575639	0.561837592	0.156878194	0.11880812	0.546778648	0.047291426	0.070645713	0.537073267	0.015077732	0.0702	0.008701224	2
0.26686554	0.213665962	0.324967441	0.200668075	0.609329812	0.02406723	0.321435939	0.51644766	0.04913659	0.315541684	0.012395505	2
0.53281483	0.575943369	0.174928091	0.116128539	0.525	0.060544714	0.079642697	0.537073267	0.015077732	0.0702	0.008701224	2
0.455478821	0.51201836	0.25711725	0.052012724	0.279552263	0.074368659	0.087877114	0.502229854	0.008732713	0.093327912	0.004488484	2
0.32550744	0.266947729	0.23844029	0.18374628	0.65155971	0.02	0.357044637	0.508571262	0.04957287	0.311222222	0.010046398	2
0.46292559	0.479975317	0.331380398	0.094471143	0.327363702	0.202297279	0.07592559	0.457508505	0.014514399	0.066183332	-0.013289891	2
0.327765406	0.27800146	0.208101583	0.202157369	0.645404872	0.016224604	0.370922775	0.511868154	0.049811257	0.39546084	0.029543856	2
0.210459521	0.227496722	0.40380744	0.237080958	0.740452965	0.111770239	0.328540479	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.496116291	0.52016873	0.315871327	0.084532896	0.29861107	0.089675892	0.068792183	0.457367745	0.014507701	0.066106321	-0.013325229	2
0.263636007	0.214636007	0.329	0.198908021	0.59304599	0.022	0.450501962	0.521006297	0.048884083	0.318041667	0.013755102	2
0.503971402	0.524741765	0.299506936	0.07472704	0.294760831	0.083349221	0.074502596	0.458166707	0.015776356	0.072289181	-0.012996744	2
0.26345587	0.21445587	0.329	0.198367611	0.593316195	0.022	0.451492713	0.521006297	0.048884083	0.318041667	0.013755102	2
0.536281323	0.578	0.171291569	0.116854216	0.526708431	0.072271078	0.081989755	0.537073267	0.015077732	0.0702	0.008701224	2
0.25982169	0.208183823	0.404452207	0.180634192	0.57718566	0.020634192	0.244812502	0.516184746	0.058769575	0.259112416	0.010381322	2
0.539303653	0.567671233	0.15750685	0.105671233	0.561150684	0.066278539	0.068671233	0.537073267	0.015077732	0.0702	0.008701224	2
0.224909622	0.236951335	0.403006952	0.274714963	0.742034761	0.110006952	0.326006952	0.486287532	0.029648275	0.307244513	-0.026917003	2
0.207725693	0.220193451	0.412214946	0.196322419	0.679978505	0.111747188	0.261128968	0.497729116	0.0373785	0.273781785	-0.007645338	2
0.501950938	0.698062524	0.275252233	0.015921877	0.145921877	0.073234369	0.103165178	0.514200683	0.007370083	0.10053125	0.009094118	2
0.312336766	0.253113628	0.258210781	0.184556814	0.645782011	0.020888431	0.309115688	0.51133318	0.049419885	0.312736874	0.01087013	2
0.174362962	0.186362962	0.509435019	0.232160942	0.667482827	0.102119865	0.206198654	0.509759532	0.045433389	0.238973684	0.012645614	2
0.491706503	0.627550407	0.272987154	0.02279084	0.186214742	0.093141301	0.105688076	0.514200683	0.007370083	0.10053125	0.009094118	2
0.541543278	0.571915284	0.165627993	0.098686923	0.554171271	0.091082876	0.075171271	0.537073267	0.015077732	0.0702	0.008701224	2
0.202464059	0.213464059	0.433433667	0.185798362	0.693859144	0.108372885	0.273798362	0.493849421	0.028009566	0.290797271	-0.012059733	2
0.472661769	0.4913987	0.321075162	0.092481209	0.308157672	0.169615993	0.074112744	0.45322704	0.014310667	0.063840909	-0.014364766	2
0.205406038	0.219109057	0.375582261	0.244375848	0.73971472	0.112890943	0.341327171	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.257999851	0.208181703	0.393273113	0.165090889	0.573454444	0.020909111	0.234818074	0.523966194	0.063622133	0.255680556	0.017115058	2
0.62385891	0.604125245	0.214266334	0.049887128	0.381746039	0.061934663	0.068915346	0.482269872	0.012343833	0.06915625	-0.008035294	2
0.192187764	0.205225316	0.430873419	0.19158692	0.662713501	0.100962447	0.220351897	0.509759532	0.045433389	0.238973684	0.012645614	2
0.57281951	0.570510694	0.181503565	0.064748218	0.490893062	0.241686316	0.074524952	0.523274742	0.014389385	0.069937202	0.004487265	2
0.228977988	0.241475237	0.413939467	0.281464231	0.742497249	0.109502751	0.330972485	0.486204995	0.029662597	0.307125	-0.027082353	2
0.209185947	0.220486825	0.443265746	0.187521958	0.698	0.120274529	0.298716688	0.49790356	0.027487471	0.311884764	-0.003775881	2
0.433975534	0.359830055	0.21501835	0.192139362	0.666151595	0.004	0.384454785	0.484599478	0.044749166	0.330735459	-0.023331135	2
0.535	0.577262261	0.172299148	0.116110661	0.525959061	0.066967165	0.078557357	0.537073267	0.015077732	0.0702	0.008701224	2
0.251219129	0.202609564	0.414	0.168876515	0.568	0.022609564	0.246067801	0.523966194	0.063622133	0.255680556	0.017115058	2
0.480866049	0.47219289	0.233754507	0.114721382	0.637524111	0.064652704	0.317224061	0.496028029	0.03143679	0.306246311	-0.006300898	2
0.603132533	0.576544363	0.18464732	0.063279297	0.44270536	0.107374584	0.08417634	0.482269872	0.012343833	0.06915625	-0.008035294	2
0.267541657	0.215377596	0.370932323	0.171458343	0.580213535	0.020114586	0.246671879	0.523966194	0.063622133	0.255680556	0.017115058	2
0.28044052	0.230532254	0.367147167	0.163944567	0.612798381	0.023816532	0.341274221	0.521006297	0.048884083	0.318041667	0.013755102	2
0.42159137	0.371362761	0.196646134	0.184490077	0.658854896	0.017749485	0.429074611	0.512483279	0.050900738	0.383290493	0.028096758	2
0.266608108	0.219173423	0.347057056	0.181377628	0.579085585	0.024	0.327579579	0.521006297	0.048884083	0.318041667	0.013755102	2
0.20518985	0.21618985	0.44080587	0.184894528	0.698978906	0.114316417	0.285658209	0.497794707	0.02741537	0.304093662	-0.004075237	2
0.263956951	0.216899553	0.342799106	0.18533004	0.573258292	0.024043049	0.327114796	0.521006297	0.048884083	0.318041667	0.013755102	2
0.536694387	0.561630829	0.156662608	0.11440095	0.551726166	0.051618653	0.068936442	0.537073267	0.015077732	0.0702	0.008701224	2
0.643278871	0.593755632	0.237371828	0.036569718	0.314284859	0.111244368	0.059668663	0.482269872	0.012343833	0.06915625	-0.008035294	2
0.290682686	0.241395599	0.353673074	0.172039838	0.618741747	0.02095055	0.321663463	0.521006297	0.048884083	0.318041667	0.013755102	2
0.535087135	0.562707457	0.162446053	0.114358918	0.537738596	0.043773832	0.070707457	0.537073267	0.015077732	0.0702	0.008701224	2
0.396918024	0.326343542	0.212148964	0.169504627	0.654459012	0.004	0.314605108	0.47492075	0.047254224	0.331086957	-0.036023715	2
0.263910728	0.212749199	0.377958568	0.165896917	0.577484587	0.020103083	0.239116893	0.523966194	0.063622133	0.255680556	0.017115058	2
0.203863525	0.217528228	0.370961219	0.133744723	0.74947938	0.128050564	0.223756506	0.497250827	0.02321624	0.23721836	-0.003784334	2
0.266609015	0.217001691	0.37971042	0.169893522	0.573357747	0.013427605	0.250966762	0.523966194	0.063622133	0.255680556	0.017115058	2
0.53490971	0.576103915	0.171826233	0.115729131	0.526444636	0.064659279	0.077735943	0.537073267	0.015077732	0.0702	0.008701224	2
0.52602363	0.551376655	0.24502363	0.027623345	0.309988185	0.068353025	0.12624669	0.498111912	0.027628825	0.140607143	-0.001934066	2
0.210225959	0.221546739	0.438414258	0.185981842	0.686453261	0.119018158	0.280076663	0.489828207	0.028879114	0.299386181	-0.019962114	2
0.180543852	0.192357333	0.490265038	0.224979704	0.675595555	0.101440444	0.218615851	0.507472902	0.042036286	0.247185407	0.009375697	2
0.325205894	0.267409769	0.237124343	0.183693177	0.650266047	0.02	0.364287444	0.50862244	0.04934347	0.314434397	0.010616317	2
0.441091071	0.495727499	0.379	0.102681964	0.357	0.119272856	0.068590893	0.319247023	0.028879281	0.041027778	-0.038844169	2
0.272869228	0.219093584	0.322130772	0.166098079	0.63042501	0.018257049	0.261803841	0.497019724	0.045206987	0.300547398	-0.012964247	2
0.28761848	0.353677704	0.383087669	0.181364932	0.642137433	0.076087669	0.405630337	0.539556748	0.076489436	0.362800579	0.051058209	2
0.538415349	0.565318604	0.159366976	0.109729768	0.552463721	0.063419533	0.070903256	0.537073267	0.015077732	0.0702	0.008701224	2
0.468076924	0.483247865	0.322094017	0.092226496	0.317072648	0.191521363	0.075641025	0.45322704	0.014310667	0.063840909	-0.014364766	2
0.492838974	0.501129676	0.307774136	0.059000713	0.277032776	0.085	0.050903812	0.521562267	0.016008112	0.051638079	-0.001059242	2
0.263348733	0.214348733	0.329	0.198046199	0.593476901	0.022	0.452081969	0.521006297	0.048884083	0.318041667	0.013755102	2
0.361147202	0.2946197	0.225635934	0.168344681	0.646399685	0.008254058	0.286907802	0.485320853	0.04797083	0.324947517	-0.021785182	2
0.213093883	0.224093883	0.436718352	0.211	0.689425499	0.124839794	0.308088732	0.493485822	0.028399218	0.317667503	-0.012496401	2
0.38	0.31193673	0.20788578	0.15718981	0.64581019	0.00393673	0.26925308	0.47492075	0.047254224	0.331086957	-0.036023715	2
0.164088275	0.175950754	0.529497487	0.232261474	0.667225796	0.102449916	0.200376885	0.50807359	0.042928689	0.245028225	0.010234689	2
0.206728531	0.221433863	0.403341066	0.244542938	0.724596256	0.113635735	0.332271469	0.498077238	0.02760251	0.324315789	-0.003298246	2
0.369290732	0.322631153	0.218617056	0.202411371	0.657248209	0.012886526	0.41519852	0.513612056	0.054820079	0.400125	0.034258824	2
0.323686519	0.266063051	0.235535906	0.184280208	0.649644485	0.02	0.362837132	0.50866578	0.049149197	0.317154691	0.011098965	2
0.389322209	0.335164147	0.228359639	0.148101917	0.642877339	0.014039458	0.272141375	0.475947701	0.044461804	0.325175247	-0.034178472	2
0.212325284	0.223325284	0.423031767	0.205583226	0.684416774	0.116809401	0.269837358	0.489118447	0.029032592	0.300902158	-0.021356916	2
0.48501925	0.518279872	0.338301516	0.092560542	0.311360862	0.100300718	0.068319968	0.46677649	0.014955413	0.071253919	-0.010963136	2
0.158268889	0.170268889	0.545268889	0.236623889	0.659623889	0.103	0.192935001	0.509759532	0.045433389	0.238973684	0.012645614	2
0.454889598	0.438044698	0.236028734	0.136286507	0.651438414	0.043587128	0.319854479	0.497510168	0.032245419	0.308964443	-0.004592469	2
0.425431347	0.440723793	0.342754676	0.133390749	0.359335508	0.182779035	0.074177903	0.483855584	0.011906458	0.065100834	-0.006514201	2
0.231065182	0.243823329	0.41967925	0.28485592	0.742758148	0.109241852	0.333581477	0.486204995	0.029662597	0.307125	-0.027082353	2
0.495665593	0.428086265	0.187303439	0.169141364	0.636165494	0.033765534	0.376355119	0.509338902	0.039982829	0.336395464	0.010931404	2
0.257644548	0.207336195	0.401860788	0.181355452	0.574027842	0.022588863	0.250383295	0.523966194	0.063622133	0.255680556	0.017115058	2
0.535	0.559991639	0.155892057	0.118701254	0.548410869	0.042788294	0.068194983	0.537073267	0.015077732	0.0702	0.008701224	2
0.216395826	0.227496522	0.382856464	0.267762725	0.726704869	0.113100696	0.315071768	0.490560904	0.028906754	0.313432275	-0.018355999	2
0.275780596	0.222780596	0.340626791	0.170051268	0.618982911	0.02466097	0.2469344	0.489107275	0.040389601	0.291651584	-0.035866432	2
0.285904743	0.312698013	0.379460276	0.173666599	0.633222132	0.058491893	0.379158491	0.533282387	0.067152415	0.34766167	0.038441094	2
0.202028975	0.213028975	0.424903823	0.195754931	0.694245069	0.105577064	0.274985512	0.494404668	0.0278895	0.289611319	-0.010968577	2
0.462971103	0.47980692	0.3310254	0.094366464	0.327263574	0.202665931	0.075971103	0.45732714	0.014505769	0.066084106	-0.013335423	2
0.254371185	0.204919531	0.408354321	0.172677481	0.569467876	0.021870864	0.262645679	0.523966194	0.063622133	0.255680556	0.017115058	2
0.400723236	0.352100622	0.203742116	0.185157262	0.667	0.013540871	0.423125937	0.532202183	0.089065207	0.412560413	0.091766553	2
0.540715937	0.568505778	0.158579684	0.102568127	0.562346411	0.073875304	0.069863747	0.537073267	0.015077732	0.0702	0.008701224	2
0.480543558	0.482608339	0.322569621	0.081233061	0.33825242	0.238226357	0.08200968	0.45322704	0.014310667	0.063840909	-0.014364766	2
0.572051208	0.569808144	0.18229303	0.061929054	0.484503381	0.266119668	0.070191856	0.528215465	0.014635855	0.0700313	0.005996122	2
0.155405783	0.167405783	0.542405783	0.227318796	0.650318796	0.103	0.212260963	0.509759532	0.045433389	0.238973684	0.012645614	2
0.532096436	0.570915723	0.187497834	0.115245003	0.527425716	0.050056463	0.089148568	0.537073267	0.015077732	0.0702	0.008701224	2
0.453319418	0.381347009	0.200193138	0.194678103	0.658852847	0.003990803	0.362172265	0.508587706	0.038540509	0.32986429	0.00812677	2
0.196202943	0.207304415	0.424985285	0.191522073	0.699797057	0.099101472	0.281450032	0.4975	0.027220165	0.283	-0.004885714	2
0.597962021	0.578701481	0.172905053	0.065345993	0.462151915	0.147014805	0.078943032	0.500711117	0.013263785	0.06950747	-0.002403485	2
0.453554581	0.38168112	0.200106293	0.195045554	0.658984815	0.004045554	0.363242956	0.508924066	0.038542435	0.330208629	0.008666788	2
0.368302217	0.479291715	0.245070303	0.033412121	0.258774139	0.054125656	0.103417372	0.511613479	0.010627852	0.106975776	0.007320697	2
0.390819642	0.33569685	0.219194935	0.187754416	0.660963928	0.015707597	0.376703768	0.551722753	0.125024314	0.425618223	0.152152564	2
0.484680559	0.688880803	0.274924314	0.015156734	0.145156734	0.075529799	0.10338379	0.514200683	0.007370083	0.10053125	0.009094118	2
0.27178431	0.21478431	0.32321569	0.175612736	0.642303923	0.017044116	0.270617627	0.508571262	0.04957287	0.311222222	0.010046398	2
0.525691232	0.564036848	0.20635642	0.112121347	0.525	0.020680428	0.09063596	0.537073267	0.015077732	0.0702	0.008701224	2
0.546996171	0.616671202	0.257058982	0.034955764	0.261099959	0.07951666	0.104848717	0.502742595	0.021797938	0.129072468	0.001240075	2
0.630693978	0.58221948	0.220591971	0.033423495	0.312711747	0.12278052	0.063339256	0.482269872	0.012343833	0.06915625	-0.008035294	2
0.254047602	0.204698401	0.409277798	0.176817406	0.571373002	0.0226746	0.243841207	0.523966194	0.063622133	0.255680556	0.017115058	2
0.40131635	0.41581019	0.3372654	0.08846753	0.35254479	0.110520149	0.05193673	0.518345743	0.009199128	0.066519608	0.002326154	3
0.405424455	0.407561976	0.357137521	0.113699497	0.342787772	0.089650251	0.066	0.520209553	0.009799483	0.066166233	0.003389327	3
0.469844526	0.460728531	0.361884005	0.037039479	0.207582417	0.069208791	0.036907204	0.645814377	0.019094531	0.02945	0.023133835	3
0.397659579	0.390815576	0.358914953	0.146546106	0.350758723	0.218184424	0.060567368	0.515345335	0.014145653	0.062278187	0.005235458	3
0.241054289	0.217978983	0.396192647	0.206322243	0.705472855	0.346774081	0.211581434	0.510576426	0.0221671	0.221568966	0.008055172	3
0.401613303	0.415632018	0.338453213	0.090783765	0.351178805	0.107253664	0.051877339	0.518345743	0.009199128	0.066519608	0.002326154	3
0.39345235	0.404226175	0.329837358	0.142484117	0.423646759	0.199872934	0.064226175	0.518345743	0.009199128	0.066519608	0.002326154	3
0.254959107	0.259979154	0.31968083	0.244919809	0.800379314	0.099	0.32671933	0.501565232	0.017379023	0.31478077	0.004721043	3
0.392472778	0.39484889	0.325441111	0.122484999	0.423527222	0.065785555	0.067913889	0.529421485	0.012766753	0.064419667	0.00864409	3
0.396343976	0.399343976	0.357110402	0.101895984	0.328201647	0.110230381	0.066444799	0.525870332	0.011622885	0.06509296	0.006618405	3
0.378351747	0.391411048	0.308355807	0.160525591	0.377588952	0.077055241	0.070118602	0.518345743	0.009199128	0.066519608	0.002326154	3
0.388176671	0.399581477	0.350516295	0.160176671	0.387404806	0.150869637	0.065111489	0.517527205	0.010548584	0.065362511	0.003119838	3
0.378606877	0.391489644	0.314931028	0.153	0.379279308	0.075306858	0.071627589	0.518345743	0.009199128	0.066519608	0.002326154	3
0.230811602	0.232822274	0.33671949	0.194813688	0.750171227	0.090749418	0.270355452	0.495825389	0.028221016	0.282130287	-0.006427558	3
0.396892057	0.392796656	0.346311288	0.170983278	0.365630936	0.175148997	0.077701254	0.514961289	0.014778798	0.061735294	0.005607843	3
0.394395826	0.404993044	0.344071768	0.08856829	0.354	0.10886342	0.05713658	0.523318287	0.010800842	0.065576823	0.005162643	3
0.259424477	0.236441566	0.364846196	0.19867806	0.695270672	0.339931643	0.226931643	0.510576426	0.0221671	0.221568966	0.008055172	3
0.398126468	0.375888731	0.182095664	0.136158898	0.635714024	0.025555736	0.322682814	0.488345451	0.028847365	0.310493617	-0.010859382	3
0.237437424	0.235793158	0.331644266	0.243288532	0.80277867	0.099	0.338	0.504350915	0.020356296	0.333960304	0.010135682	3
0.395379164	0.410848518	0.337176882	0.141514449	0.414	0.185221977	0.062514449	0.519206008	0.009409394	0.066419845	0.002976774	3
0.399242691	0.397355605	0.343160938	0.075805976	0.390709284	0.063354963	0.047935111	0.544761288	0.014189074	0.060054482	0.011533679	3
0.398798755	0.41005664	0.338421369	0.084899378	0.363025103	0.102553528	0.052	0.521329071	0.010160093	0.065953974	0.004027934	3
0.39029562	0.397346411	0.35529562	0.154062348	0.373743614	0.17313169	0.060642032	0.517134216	0.011196473	0.064806975	0.003500895	3
0.39833656	0.390598659	0.359381982	0.14691586	0.348488457	0.217644081	0.06109382	0.515246057	0.014309325	0.062137846	0.005331722	3
0.38470697	0.387131401	0.331646515	0.12031401	0.438241822	0.079657005	0.071808144	0.529708117	0.012859081	0.064365322	0.008807593	3
0.432884096	0.452130362	0.380927709	0.096101446	0.279941929	0.097913012	0.101449397	0.486177298	0.027587234	0.089075467	-0.000907217	3
0.409658561	0.437646402	0.336	0.09032928	0.335108595	0.110851432	0.059084277	0.439986273	0.016944664	0.056486764	-0.013877289	3
0.232082773	0.227128759	0.354770074	0.24	0.713901311	0.097018394	0.318183941	0.506159061	0.041403915	0.341300551	0.011352804	3
0.386913244	0.400985285	0.350797057	0.158913244	0.390072041	0.148623545	0.062725016	0.518002317	0.009765306	0.066034136	0.002659152	3
0.383345993	0.399345993	0.351663502	0.18055906	0.421194078	0.159606534	0.069625523	0.518345743	0.009199128	0.066519608	0.002326154	3
0.253929138	0.229934199	0.374121478	0.198045554	0.699035431	0.344015185	0.230893707	0.510576426	0.0221671	0.221568966	0.008055172	3
0.393733737	0.394145858	0.341693334	0.079391919	0.397090505	0.058140607	0.055216161	0.529719239	0.012862663	0.064363214	0.008813938	3
0.250697258	0.228232419	0.393626934	0.18789214	0.708740769	0.340075686	0.221567948	0.519943502	0.024527913	0.20763165	0.021128226	3
0.222872542	0.225696077	0.354348039	0.238044116	0.751465714	0.098303923	0.305612736	0.500521764	0.032250655	0.303323631	0.000771355	3
0.25049619	0.206485386	0.363150574	0.187614353	0.625853862	0.038493006	0.223191858	0.519977804	0.058699837	0.274903616	0.015826264	3
0.415878208	0.431830143	0.350243584	0.108394868	0.298878208	0.118107047	0.067863462	0.461040994	0.014863485	0.05918253	-0.00952352	3
0.402897993	0.414813755	0.340982231	0.093354722	0.350915762	0.107831524	0.055321487	0.518345743	0.009199128	0.066519608	0.002326154	3
0.244309412	0.209484193	0.365468205	0.191127179	0.643151342	0.046381176	0.225468567	0.515354102	0.051776944	0.264570295	0.009956013	3
0.315677209	0.324043883	0.334238584	0.111716643	0.750155268	0.299196481	0.206238584	0.500436268	0.012800366	0.193765567	-0.000431612	3
0.527218796	0.574474303	0.287	0.131109545	0.600496329	0.083291924	0.384182672	0.484067638	0.078542069	0.365584369	-0.064552287	3
0.432301553	0.448301553	0.387698447	0.113833692	0.27954767	0.098698447	0.101603106	0.505023548	0.027441363	0.0945	0.003375824	3
0.31271003	0.294322018	0.365366172	0.213972582	0.724901484	0.454944689	0.207256973	0.486230423	0.028930835	0.20140206	-0.002095149	3
0.421688553	0.465379514	0.33796717	0.098873495	0.309278617	0.104313854	0.069625301	0.337897549	0.027035747	0.043415719	-0.034987549	3
0.407896853	0.411735432	0.356632284	0.119941726	0.337322842	0.077336242	0.060484263	0.518345743	0.009199128	0.066519608	0.002326154	3
0.277518608	0.236021964	0.345917226	0.185564166	0.654432379	0.033603011	0.267403702	0.485528321	0.034375183	0.276782482	-0.015908253	3
0.410096166	0.397316114	0.332003575	0.192360621	0.309247565	0.269140673	0.071340155	0.514961289	0.014778798	0.061735294	0.005607843	3
0.24051419	0.240757095	0.330161937	0.238866443	0.809785475	0.099026989	0.336218697	0.503493347	0.012711429	0.3298542	0.00927747	3
0.526510934	0.534007566	0.252309772	0.063524407	0.3837037	0.035158254	0.053627941	0.546558845	0.014997517	0.053547813	0.00421722	3
0.40619321	0.408301164	0.357107953	0.114409117	0.342403395	0.089295441	0.066	0.519808827	0.009670404	0.06624221	0.003160741	3
0.297155693	0.278361583	0.315335397	0.168106584	0.60130302	0.029180791	0.301001088	0.488747139	0.028390963	0.312516996	-0.010351381	3
0.320033021	0.316337265	0.249504715	0.185252357	0.776915092	0.080943395	0.340492926	0.504924946	0.018800723	0.343228412	0.012615444	3
0.246147677	0.251639766	0.327862871	0.243031645	0.793613395	0.099	0.320110758	0.500596039	0.019725252	0.307203909	0.002430694	3
0.432654556	0.378577403	0.140038327	0.126076654	0.668615231	0.008884519	0.363959178	0.497717849	0.04098973	0.341148672	0.005445368	3
0.399970071	0.398357836	0.341821739	0.146507482	0.384834075	0.206209505	0.06640273	0.516628192	0.012030712	0.064091653	0.003991553	3
0.222490589	0.228123888	0.349314168	0.237585729	0.779614477	0.099	0.306614477	0.498702617	0.024308861	0.292401701	-0.002043748	3
0.343403523	0.395346359	0.27327341	0.163893947	0.586053027	0.063942835	0.395763065	0.512256178	0.031280236	0.373629749	0.018654177	3
0.229123089	0.223403862	0.341334675	0.248630732	0.761907479	0.098438455	0.332384553	0.506182262	0.041673986	0.341394737	0.011368421	3
0.42275684	0.469662622	0.336486319	0.097389055	0.30575684	0.106413371	0.069927052	0.324088301	0.028400739	0.041647636	-0.037843073	3
0.228809251	0.228772639	0.348263974	0.225109836	0.731789968	0.098063583	0.301691726	0.50310416	0.036549706	0.320692185	0.00560588	3
0.447446905	0.388572233	0.137239775	0.12047955	0.665416885	0.006885553	0.314784614	0.486276222	0.038195448	0.294987933	-0.012109562	3
0.386714497	0.401225962	0.351714497	0.157345044	0.388963388	0.151346523	0.060940459	0.518144228	0.009531349	0.066234743	0.00252155	3
0.523119285	0.569506786	0.183428214	0.106802143	0.513563572	0.022401072	0.067506786	0.534548397	0.014951777	0.070151913	0.007930149	3
0.376510814	0.390255407	0.313318915	0.154787848	0.379	0.071021627	0.072085136	0.518345743	0.009199128	0.066519608	0.002326154	3
0.288612696	0.277639996	0.377464765	0.114530795	0.696535235	0.318381589	0.159397459	0.524696865	0.022348546	0.179290974	0.030571384	3
0.483887124	0.465227169	0.352061826	0.013561118	0.17391662	0.087556438	0.029587351	0.643844143	0.018941582	0.030022971	0.022812219	3
0.253594692	0.236318587	0.380125662	0.201466369	0.731935399	0.33698584	0.252125662	0.509602723	0.021267664	0.21889916	0.007240233	3
0.391569105	0.397718159	0.342710026	0.152132788	0.39644445	0.177295396	0.068850946	0.516896573	0.011588254	0.064471041	0.003731321	3
0.385866619	0.401866619	0.351033345	0.159133736	0.393467188	0.147633558	0.061433487	0.518345743	0.009199128	0.066519608	0.002326154	3
0.46476398	0.46310914	0.314418821	0.034163259	0.350269696	0.07447294	0.01647294	0.645814377	0.019094531	0.02945	0.023133835	3
0.393089123	0.403971066	0.330674764	0.150202537	0.428322915	0.198414359	0.066322915	0.518345743	0.009199128	0.066519608	0.002326154	3
0.433411102	0.449411102	0.386588898	0.102183427	0.277883347	0.097588898	0.103822204	0.505023548	0.027441363	0.0945	0.003375824	3
0.29274774	0.234343194	0.347168173	0.167297727	0.607385237	0.011637497	0.24617502	0.487572715	0.040926941	0.271731211	-0.014378322	3
0.236880014	0.234978482	0.331901532	0.243803064	0.80149234	0.099	0.338	0.504459081	0.021615399	0.33439941	0.010208492	3
0.559203334	0.57813558	0.207745725	0.086406811	0.421000144	0.012203406	0.07613558	0.49155865	0.012807209	0.069333158	-0.005198576	3
0.257193571	0.236750372	0.368158448	0.206124814	0.711385653	0.337011211	0.240158448	0.510576426	0.0221671	0.221568966	0.008055172	3
0.382255381	0.398255381	0.351936155	0.189829262	0.43319081	0.164786941	0.073170012	0.518345743	0.009199128	0.066519608	0.002326154	3
0.346882476	0.354318532	0.214257646	0.153662324	0.621264556	0.04007312	0.394337676	0.505164076	0.026723188	0.382874235	0.013728285	3
0.249235059	0.229137883	0.381307293	0.209931059	0.725918587	0.340125412	0.253307293	0.510576426	0.0221671	0.221568966	0.008055172	3
0.416559595	0.4369544	0.328154978	0.144154978	0.421995094	0.187445311	0.065769986	0.521564683	0.009985902	0.066146316	0.004760644	3
0.462228761	0.458079569	0.366850808	0.049622046	0.225462908	0.060268546	0.040880646	0.645814377	0.019094531	0.02945	0.023133835	3
0.22229958	0.231019412	0.338521512	0.203463277	0.766840504	0.099859916	0.275782268	0.4975	0.027220165	0.283	-0.004885714	3
0.409371692	0.414445011	0.356	0.119219956	0.314141538	0.089826902	0.058706726	0.518345743	0.009199128	0.066519608	0.002326154	3
0.390386865	0.388632119	0.345037969	0.084433554	0.401253973	0.063471523	0.054329912	0.531898657	0.013564679	0.06395	0.010057143	3
0.228370761	0.226481537	0.354740769	0.239222306	0.728294652	0.097518463	0.313074604	0.503931547	0.037927102	0.326256989	0.007154839	3
0.311125448	0.317612046	0.33760293	0.118296906	0.748819425	0.301967119	0.20960293	0.501108334	0.013421171	0.19560831	0.000130872	3
0.288752166	0.295562102	0.284437898	0.213875796	0.807272675	0.099	0.326950318	0.503659591	0.012308984	0.331153846	0.00967033	3
0.407078473	0.412281018	0.356359491	0.122124071	0.334594912	0.069425243	0.056392367	0.518345743	0.009199128	0.066519608	0.002326154	3
0.388642327	0.399064082	0.350412816	0.160642327	0.386421755	0.15169747	0.065991061	0.517352095	0.010837274	0.065114972	0.003289631	3
0.244772803	0.229478305	0.352712334	0.226083364	0.693745477	0.080414421	0.306180392	0.501421105	0.040774853	0.328649334	0.00541002	3
0.348684217	0.361177505	0.324025804	0.107812197	0.757379773	0.345004167	0.186531474	0.48886305	0.014977199	0.182525191	-0.00561971	3
0.238607302	0.239803651	0.330797566	0.234417037	0.805018254	0.099132928	0.329226773	0.502840811	0.014291093	0.324752867	0.007735429	3
0.308794752	0.31080835	0.264766918	0.191972485	0.791853677	0.090931371	0.318570735	0.501711661	0.014447481	0.326241927	0.007105996	3
0.299121304	0.294191053	0.364854436	0.106912055	0.709145564	0.311419636	0.165571266	0.518918971	0.019693802	0.180340546	0.023504419	3
0.440071067	0.453071067	0.293627813	0.073218753	0.406588066	0.032352265	0.073210229	0.511069066	0.00983343	0.067051431	0.0002362	3
0.381850397	0.391599856	0.332549748	0.163248377	0.408151046	0.096048665	0.072849675	0.523089752	0.010727228	0.065620153	0.005032279	3
0.230654695	0.225879939	0.334774756	0.249549512	0.78712622	0.099	0.338	0.505667114	0.035677437	0.339303472	0.011021658	3
0.228439979	0.222549973	0.338089899	0.250680064	0.773520363	0.098780011	0.335800107	0.506182262	0.041673986	0.341394737	0.011368421	3
0.426041956	0.463226111	0.353575748	0.103759903	0.297212126	0.103634034	0.08047785	0.382038589	0.028393272	0.05910113	-0.024574016	3
0.411497668	0.414122085	0.356375583	0.114502332	0.312901233	0.109854597	0.066624417	0.518345743	0.009199128	0.066519608	0.002326154	3
0.289924975	0.29717312	0.281981043	0.20285326	0.804657874	0.099	0.322597693	0.503659591	0.012308984	0.331153846	0.00967033	3
0.233482358	0.230012677	0.333469681	0.246939362	0.793651596	0.099	0.338	0.505118402	0.029290181	0.33707595	0.010652302	3
